timestamp,component,metric,value,label.profile,label.run_id,label.provider,label.target_rate,elapsed_s
2026-08-10 16:50:59.799193+00:00,generator,throughput_eps,462.28429266950945,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.800193+00:00,generator,events_sent,40.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.801192+00:00,generator,throughput_eps,463.2489190818813,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.801192+00:00,detector,events_processed,4.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.801192+00:00,detector,alerts_emitted,4.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.802192+00:00,detector,throughput_eps,45.45647391142674,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.802192+00:00,detector,queue_wait_ms,59.944580078125,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.802192+00:00,detector,stage_latency_ms,18.83769999949436,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.802192+00:00,generator,events_sent,41.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.803192+00:00,detector,end_to_end_latency_ms,78.945556640625,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.803192+00:00,generator,throughput_eps,464.05650352197995,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.805192+00:00,generator,events_sent,42.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.805192+00:00,generator,throughput_eps,463.7374296056745,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.807194+00:00,generator,throughput_eps,464.1201938679364,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.807194+00:00,generator,events_sent,43.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.2
2026-08-10 16:50:59.809193+00:00,generator,events_sent,44.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.21
2026-08-10 16:50:59.809193+00:00,generator,throughput_eps,464.35583047494,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.21
2026-08-10 16:50:59.811194+00:00,generator,events_sent,45.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.21
2026-08-10 16:50:59.811194+00:00,generator,throughput_eps,464.88727539894046,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.21
2026-08-10 16:50:59.813193+00:00,generator,events_sent,46.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.21
2026-08-10 16:50:59.813193+00:00,generator,throughput_eps,465.6081152345271,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.21
2026-08-10 16:50:59.815195+00:00,generator,throughput_eps,465.81665254025364,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.21
2026-08-10 16:50:59.815195+00:00,generator,events_sent,47.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.21
2026-08-10 16:50:59.817192+00:00,generator,events_sent,48.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.21
2026-08-10 16:50:59.818193+00:00,generator,throughput_eps,464.61189584528444,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.818193+00:00,orchestrator,events_processed,3.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.819194+00:00,orchestrator,stage_latency_ms,25.272799999584095,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.819194+00:00,generator,events_sent,49.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.819194+00:00,orchestrator,throughput_eps,34.643012417392505,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.819194+00:00,orchestrator,queue_wait_ms,15.000732421875,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.820193+00:00,generator,throughput_eps,464.9027481548948,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.820193+00:00,orchestrator,xai_latency_ms,0.001999998858082108,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,deterministic,,0.22
2026-08-10 16:50:59.820193+00:00,orchestrator,end_to_end_latency_ms,97.945556640625,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.822192+00:00,generator,throughput_eps,463.74770610221117,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.822192+00:00,detector,events_processed,5.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.822192+00:00,generator,events_sent,50.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.823194+00:00,detector,alerts_emitted,5.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.823194+00:00,detector,throughput_eps,45.89187415493638,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.823194+00:00,orchestrator,events_received,4.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.823194+00:00,detector,queue_wait_ms,78.94482421875,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.824191+00:00,detector,stage_latency_ms,19.329900000229827,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.824191+00:00,detector,end_to_end_latency_ms,97.94482421875,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.824191+00:00,generator,events_sent,51.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.824986+00:00,generator,throughput_eps,463.32590158625516,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.826192+00:00,generator,events_sent,52.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.826192+00:00,generator,throughput_eps,464.15410644661586,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.22
2026-08-10 16:50:59.828193+00:00,generator,events_sent,53.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.828193+00:00,generator,throughput_eps,465.01687027269935,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.830193+00:00,generator,events_sent,54.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.830193+00:00,generator,throughput_eps,465.97748889226204,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.832193+00:00,generator,events_sent,55.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.832193+00:00,generator,throughput_eps,466.41871617043375,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.834192+00:00,generator,throughput_eps,466.9219739392217,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.834192+00:00,generator,events_sent,56.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.836192+00:00,generator,events_sent,57.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.836192+00:00,generator,throughput_eps,468.06305478143247,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.23
2026-08-10 16:50:59.838192+00:00,generator,events_sent,58.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.838192+00:00,generator,throughput_eps,469.21960547848334,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.840192+00:00,generator,events_sent,59.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.840192+00:00,generator,throughput_eps,470.21587773181193,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.841192+00:00,generator,events_sent,60.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.842192+00:00,generator,throughput_eps,471.28327240084235,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.843192+00:00,generator,events_sent,61.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.843192+00:00,detector,events_processed,6.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.843192+00:00,detector,alerts_emitted,6.0,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.844193+00:00,detector,end_to_end_latency_ms,116.943359375,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.844193+00:00,detector,throughput_eps,46.34285370032106,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.844193+00:00,generator,throughput_eps,472.10489541540375,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.844193+00:00,detector,queue_wait_ms,97.942138671875,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.844193+00:00,detector,stage_latency_ms,18.70039999994333,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
2026-08-10 16:50:59.846192+00:00,generator,throughput_eps,471.7017607633557,attack_surge,0e4272c8-ad8f-44a3-b965-76b0ccd76496,,,0.24
